timestamp,sender_name,sender_phone,receiver_name,receiver_phone,amount_kes,transaction_id,location,flagged
2026-03-11 10:59:58,Nyambura Waweru,0795705277,Mwangi Kipchoge,0795660943,30000,TXN8573602,Kibera Nairobi,NO
2026-01-20 12:50:00,Nyambura Njoroge,0794533426,Gitau Kariuki,0700481982,30000,TXN7822990,Kisumu CBD,NO
2026-02-06 14:11:40,Kimani Gitau,0720977151,Chebet Kipchoge,0742310761,1000,TXN2412715,Westlands Nairobi,NO
2026-02-02 12:02:35,Kipchoge Maina,0720177763,Moraa Onyango,0729118615,75000,TXN8280564,Kakamega,NO
2026-03-05 17:36:44,Akinyi Onyango,0742457980,Otieno Macharia,0728620487,20000,TXN1697160,Kakamega,NO
2026-02-20 15:59:57,Njeri Waweru,0794973135,Gitau Njoroge,0790163960,50000,TXN9755733,Kibera Nairobi,NO
2026-03-14 08:33:42,Nafula Kimani,0723517244,Wairimu Ochieng,0720927123,30000,TXN9779191,Meru Town,NO
2026-02-28 16:56:02,Mutua Waweru,0797532197,Gitau Kipchoge,0728186733,25000,TXN1624366,Kibera Nairobi,NO
2026-02-03 09:27:05,Mwangi Maina,0712579182,Wairimu Waweru,0710303525,500,TXN9814556,Thika Town,NO
2026-02-20 08:38:55,Mwangi Njoroge,0795535618,Nyambura Ochieng,0728969260,75000,TXN8177368,Kisumu CBD,NO
2026-01-04 17:01:05,Omondi Wekesa,0722980200,Moraa Kamau,0726428304,100000,TXN8011661,Westlands Nairobi,NO
2026-01-08 10:36:43,Moraa Kiprotich,0768831559,Ochieng Kimani,0768723297,100000,TXN5945264,Kayole Nairobi,NO
2026-03-11 11:46:54,Adhiambo Wekesa,0721613600,Wanjiku Njoroge,0722271708,15000,TXN9176332,Kisumu CBD,NO
2026-02-27 10:43:06,Gitau Gathoni,0797903504,Kimani Kimani,0797310732,500,TXN2073284,Kibera Nairobi,NO
2026-02-20 18:08:10,Adhiambo Njoroge,0798926475,Chebet Mutua,0725809740,3000,TXN8554856,Mombasa CBD,NO
2026-01-10 08:56:34,Kipchoge Mwangi,0799276778,Kimani Maina,0791453588,30000,TXN9998111,Kibera Nairobi,NO
2026-02-20 13:27:22,Njeri Macharia,0729305243,Chebet Njoroge,0757606335,15000,TXN6443115,Machakos,NO
2026-02-26 12:35:37,Wambui Onyango,0720876199,Gitau Kariuki,0729232754,10000,TXN8853272,Kibera Nairobi,NO
2026-03-11 18:28:19,Omondi Ochieng,0712815225,Ochieng Waweru,0721530889,20000,TXN1692045,Meru Town,NO
2026-02-07 13:59:09,Nafula Mugo,0741556049,Otieno Maina,0710955379,2500,TXN9378947,Nakuru Town,NO
2026-03-07 11:36:46,Wanjiku Mwangi,0720131535,Mwangi Ochieng,0768265993,75000,TXN5165674,Mombasa CBD,NO
2026-01-04 10:26:11,Otieno Maina,0740634592,Ochieng Mutua,0791292837,50000,TXN1385806,Kisumu CBD,NO
2026-01-14 16:01:54,Moraa Mwangi,0710247506,Mwangi Mutua,0729588523,50000,TXN8684784,Kitale,NO
2026-03-27 16:07:15,Nafula Gitau,0721866612,Wambui Macharia,0723251711,2500,TXN5190301,Kibera Nairobi,NO
2026-02-21 17:38:10,Otieno Juma,0728750169,Kamau Mugo,0742782105,20000,TXN3904833,Kitale,NO
2026-01-11 14:55:00,Moraa Mugo,0722290861,Nyambura Mugo,0710686711,2000,TXN2116254,Mombasa CBD,NO
2026-02-26 17:53:17,Omondi Ochieng,0723462150,Wanjiku Kipchoge,0795467203,7500,TXN4959288,Mombasa CBD,NO
2026-02-28 12:51:49,Kipchoge Wekesa,0742497875,Kimani Gitau,0792637074,7500,TXN3529004,Malindi,NO
2026-02-09 17:56:46,Omondi Otieno,0792102885,Kimani Kimani,0791855322,2500,TXN1596792,Kisumu CBD,NO
2026-02-07 10:41:33,Chebet Waweru,0796789720,Otieno Rotich,0720580187,3000,TXN9127120,Westlands Nairobi,NO
2026-03-02 13:48:49,Adhiambo Kimani,0726888675,Mutua Kariuki,0729630812,500,TXN2399681,Kakamega,NO
2026-03-28 09:00:31,Mutua Otieno,0796139754,Otieno Kariuki,0792271768,1000,TXN4784294,Nyeri Town,NO
2026-01-01 18:08:18,Akinyi Gathoni,0797767495,Chebet Mugo,0768582851,30000,TXN5612377,Nyeri Town,NO
2026-03-01 13:18:56,Kamau Juma,0710413448,Adhiambo Waweru,0726589822,5000,TXN1158943,Machakos,NO
2026-03-23 09:36:53,Kipchoge Onyango,0794953332,Kimani Njoroge,0790222383,1000,TXN1015698,Mombasa CBD,NO
2026-02-01 09:08:53,Mutua Njoroge,0799186001,Kariuki Otieno,0742638432,25000,TXN6775541,Kayole Nairobi,NO
2026-03-19 18:43:54,Wairimu Gitau,0710916689,Omondi Onyango,0742788877,1000,TXN3951714,Thika Town,NO
2026-02-17 17:18:01,Chebet Waweru,0798390480,Mutua Gathoni,0711153718,2000,TXN8774065,Kitale,NO
2026-01-24 18:27:35,Njeri Mwangi,0700989966,Nafula Ochieng,0720971564,2000,TXN7498068,Meru Town,NO
2026-03-28 15:08:21,Moraa Wekesa,0768702269,Adhiambo Rotich,0728758494,50000,TXN9487318,Thika Town,NO
2026-02-16 18:05:57,Ochieng Kiprotich,0740947367,Kipchoge Wekesa,0757912343,30000,TXN1675191,Machakos,NO
2026-03-21 14:50:53,Omondi Gathoni,0726848277,Omondi Rotich,0723744490,50000,TXN4250757,Kakamega,NO
2026-01-04 10:13:33,Mutua Ochieng,0710130278,Chebet Kiprotich,0792112731,20000,TXN4219713,Westlands Nairobi,NO
2026-03-19 12:21:01,Gitau Njoroge,0727281608,Ochieng Onyango,0741490336,25000,TXN3670578,Kakamega,NO
2026-01-16 16:36:54,Ochieng Rotich,0799466364,Kipchoge Mugo,0790427059,2000,TXN4224172,Malindi,NO
2026-01-19 15:24:28,Mutua Gathoni,0712594002,Otieno Juma,0799150460,75000,TXN2405219,Nakuru Town,NO
2026-02-14 14:41:53,Moraa Wekesa,0740927626,Kimani Mugo,0720511103,2000,TXN8035569,Nyeri Town,NO
2026-01-21 11:47:40,Wairimu Mwangi,0794968820,Wambui Kariuki,0726337775,50000,TXN6914613,Machakos,NO
2026-01-21 12:30:48,Adhiambo Mugo,0757765431,Njeri Onyango,0722431587,15000,TXN6390471,Machakos,NO
2026-03-15 08:17:24,Omondi Wekesa,0791905776,Nyambura Maina,0720742170,500,TXN2481658,Nyeri Town,NO
2026-03-01 08:15:47,Ochieng Rotich,0799746219,Gitau Kipchoge,0725113127,2500,TXN6920792,Kayole Nairobi,NO
2026-01-01 17:57:09,Omondi Mutua,0793904607,Njeri Njoroge,0792132585,25000,TXN6400072,Eldoret Town,NO
2026-03-28 10:39:58,Wairimu Mutua,0728859156,Kipchoge Kiprotich,0722374337,50000,TXN4287093,Mombasa CBD,NO
2026-02-08 09:27:29,Mutua Onyango,0711984339,Wambui Onyango,0726215856,10000,TXN5412052,Kasarani Nairobi,NO
2026-01-26 15:35:51,Wambui Mutua,0742336450,Mutua Kariuki,0724380888,2500,TXN2253593,Kayole Nairobi,NO
2026-03-28 10:51:00,Ochieng Waweru,0712342412,Nafula Otieno,0757562054,30000,TXN4931724,Kasarani Nairobi,NO
2026-02-20 10:41:37,Nyambura Juma,0725600371,Mutua Gathoni,0729258405,7500,TXN6895829,Kasarani Nairobi,NO
2026-02-01 16:59:18,Akinyi Kipchoge,0725323708,Akinyi Otieno,0799489782,7500,TXN1834835,Mombasa CBD,NO
2026-01-14 17:54:59,Kamau Waweru,0729277629,Kipchoge Njoroge,0740513166,500,TXN2290162,Mombasa CBD,NO
2026-01-16 13:53:54,Wambui Mwangi,0797288324,Mwangi Otieno,0798801976,20000,TXN3962077,Kibera Nairobi,NO
2026-02-14 11:54:01,Otieno Gitau,0722662458,Mutua Rotich,0700574606,1000,TXN9874099,Kakamega,NO
2026-03-16 09:39:26,Kimani Njoroge,0793260390,Mutua Mutua,0794675778,50000,TXN5873142,Malindi,NO
2026-01-03 11:20:03,Mutua Kimani,0727847823,Kariuki Kimani,0721911650,10000,TXN5803301,Nakuru Town,NO
2026-02-14 15:24:22,Wanjiku Ochieng,0722850668,Mwangi Mwangi,0798988653,50000,TXN9611133,Kasarani Nairobi,NO
2026-02-04 12:39:50,Akinyi Njoroge,0710455150,Njeri Waweru,0790121275,7500,TXN7994206,Kisumu CBD,NO
2026-02-21 09:39:32,Mwangi Kamau,0798445194,Gitau Kiprotich,0710859388,5000,TXN6555374,Nyeri Town,NO
2026-02-13 12:21:37,Nafula Ochieng,0793143506,Wambui Mugo,0793641273,25000,TXN7575165,Nyeri Town,NO
2026-01-19 13:12:09,Chebet Wekesa,0796341683,Otieno Macharia,0726757732,500,TXN9586231,Kisumu CBD,NO
2026-01-11 12:36:49,Wairimu Mutua,0796929909,Mutua Mutua,0729129134,500,TXN7415847,Nakuru Town,NO
2026-03-06 10:46:52,Otieno Otieno,0721553840,Akinyi Ochieng,0741443716,3000,TXN3140785,Machakos,NO
2026-03-26 15:13:23,Wambui Ochieng,0792648057,Kariuki Kariuki,0757351434,100000,TXN4203306,Thika Town,NO
2026-03-03 13:30:35,Mutua Kimani,0768360489,Gitau Otieno,0795377543,1000,TXN1632524,Nakuru Town,NO
2026-01-18 16:13:50,Kariuki Mwangi,0727737881,Adhiambo Njoroge,0712585940,75000,TXN8610351,Kisumu CBD,NO
2026-02-03 17:03:00,Wairimu Ochieng,0797295929,Kamau Wekesa,0791278872,1000,TXN9666158,Eldoret Town,NO
2026-03-23 12:52:35,Otieno Wekesa,0728391951,Gitau Gathoni,0740474321,20000,TXN6704299,Kasarani Nairobi,NO
2026-02-03 13:42:52,Wanjiku Mugo,0711608053,Mwangi Macharia,0722711033,500,TXN4296457,Kibera Nairobi,NO
2026-01-09 10:27:30,Otieno Kimani,0712960550,Mwangi Gathoni,0791815647,10000,TXN1114668,Kisumu CBD,NO
2026-01-04 10:29:33,Wanjiku Kipchoge,0720643865,Mutua Gitau,0729982026,15000,TXN4499701,Kayole Nairobi,NO
2026-02-19 15:30:48,Kamau Gitau,0723891423,Kipchoge Mugo,0790805163,5000,TXN2766636,Kitale,NO
2026-01-22 09:57:05,Wambui Mugo,0727273445,Nyambura Njoroge,0757983299,100000,TXN4437693,Kisumu CBD,NO
2026-01-09 11:06:49,Otieno Wekesa,0712518023,Kamau Gathoni,0798843614,10000,TXN2476928,Malindi,NO
2026-03-02 12:41:43,Gitau Juma,0712913004,Nyambura Kamau,0720288789,3000,TXN9065923,Malindi,NO
2026-02-14 09:21:22,Kamau Kamau,0791112782,Mutua Wekesa,0721572713,25000,TXN4736313,Kibera Nairobi,NO
2026-02-19 13:29:08,Kamau Kipchoge,0794878363,Wanjiku Njoroge,0720413276,50000,TXN8906910,Thika Town,NO
2026-02-03 10:33:22,Chebet Rotich,0792229604,Adhiambo Kariuki,0724240416,5000,TXN8149306,Machakos,NO
2026-02-06 10:04:47,Kipchoge Kimani,0728554558,Omondi Ochieng,0728112245,2000,TXN7272482,Eldoret Town,NO
2026-03-04 13:26:26,Omondi Gathoni,0741727803,Gitau Gitau,0790223425,1000,TXN2316585,Nyeri Town,NO
2026-03-01 08:17:18,Mutua Mwangi,0711230881,Ochieng Kariuki,0726424522,3000,TXN2971379,Westlands Nairobi,NO
2026-01-16 16:58:30,Mwangi Gathoni,0729884796,Kariuki Macharia,0798607819,7500,TXN7729323,Kayole Nairobi,NO
2026-02-24 11:13:18,Kamau Otieno,0757253716,Kimani Rotich,0798235015,2000,TXN6075975,Kayole Nairobi,NO
2026-03-17 10:11:32,Omondi Onyango,0722712085,Mutua Mutua,0710712647,1000,TXN6523698,Westlands Nairobi,NO
2026-03-12 14:32:06,Otieno Kipchoge,0795654175,Wambui Gitau,0742907255,10000,TXN6513227,Kisumu CBD,NO
2026-03-23 09:36:41,Gitau Macharia,0799700923,Adhiambo Kipchoge,0724654023,15000,TXN7883562,Mombasa CBD,NO
2026-02-20 18:29:35,Njeri Ochieng,0791926837,Nyambura Njoroge,0725939069,7500,TXN4902595,Mombasa CBD,NO
2026-01-08 18:30:56,Mwangi Mutua,0727416501,Ochieng Kipchoge,0792545464,75000,TXN1267624,Eldoret Town,NO
2026-01-03 09:25:39,Mutua Maina,0799116527,Wairimu Njoroge,0728630520,100000,TXN2495942,Kayole Nairobi,NO
2026-01-08 08:57:33,Njeri Onyango,0725500257,Mutua Mutua,0710338501,10000,TXN7074917,Nakuru Town,NO
2026-01-16 17:23:35,Kamau Otieno,0728944981,Gitau Onyango,0795644864,7500,TXN2407470,Kasarani Nairobi,NO
2026-01-04 17:16:38,Ochieng Rotich,0724609940,Akinyi Rotich,0794901299,30000,TXN3784382,Machakos,NO
2026-02-17 12:05:37,Nafula Gitau,0727549323,Wanjiku Gitau,0728952286,75000,TXN3782846,Eldoret Town,NO
2026-03-16 11:31:44,Kipchoge Njoroge,0798734704,Kipchoge Wekesa,0711367332,7500,TXN8666356,Kibera Nairobi,NO
2026-03-22 16:32:47,Wairimu Njoroge,0792820870,Gitau Waweru,0768258995,1000,TXN3153105,Kitale,NO
2026-01-07 08:02:14,Moraa Njoroge,0797862744,Wambui Wekesa,0711848596,2000,TXN4505295,Nyeri Town,NO
2026-03-08 11:53:54,Nafula Otieno,0796608564,Wairimu Maina,0712391386,25000,TXN8190083,Malindi,NO
2026-02-17 15:53:36,Omondi Kimani,0721600933,Moraa Maina,0791506048,75000,TXN1536542,Meru Town,NO
2026-02-27 15:24:46,Omondi Macharia,0741600830,Wambui Kipchoge,0797948674,7500,TXN8687616,Kisumu CBD,NO
2026-01-13 09:15:11,Kamau Mutua,0791727236,Omondi Gitau,0741328219,20000,TXN7955968,Meru Town,NO
2026-01-21 12:41:46,Otieno Kariuki,0722305747,Mutua Kamau,0721307809,10000,TXN7074906,Kisumu CBD,NO
2026-02-26 17:45:46,Omondi Kimani,0742910213,Kipchoge Kipchoge,0799582240,15000,TXN7614449,Kasarani Nairobi,NO
2026-03-16 16:57:11,Chebet Gathoni,0757411674,Njeri Kimani,0796332271,5000,TXN4212640,Kitale,NO
2026-02-15 08:35:55,Kariuki Mugo,0725521723,Nafula Wekesa,0740990723,2000,TXN8156938,Kasarani Nairobi,NO
2026-03-08 15:36:59,Kipchoge Mugo,0721518491,Omondi Wekesa,0700303157,50000,TXN9806089,Kakamega,NO
2026-03-17 17:33:06,Ochieng Kamau,0720107932,Kamau Kimani,0728360025,2500,TXN5150899,Meru Town,NO
2026-01-01 08:58:35,Kipchoge Kariuki,0710276936,Chebet Gathoni,0723422974,50000,TXN8165119,Kakamega,NO
2026-02-27 17:53:47,Mwangi Macharia,0794700062,Kimani Onyango,0741663490,5000,TXN4486022,Kisumu CBD,NO
2026-02-03 16:51:24,Otieno Gathoni,0711778280,Mutua Maina,0790912245,3000,TXN8503768,Meru Town,NO
2026-01-04 16:01:50,Wanjiku Waweru,0796553338,Nafula Kamau,0741874617,2000,TXN6862479,Kasarani Nairobi,NO
2026-01-20 15:20:01,Wambui Ochieng,0710757561,Ochieng Njoroge,0722404990,25000,TXN8557116,Nakuru Town,NO
2026-02-20 13:34:12,Kipchoge Kipchoge,0711978832,Mwangi Gathoni,0711346243,500,TXN3030543,Thika Town,NO
2026-03-10 09:59:16,Kimani Kimani,0791732266,Omondi Juma,0726557166,20000,TXN7053273,Kibera Nairobi,NO
2026-02-11 11:42:15,Kamau Maina,0798603957,Nyambura Kipchoge,0741968214,2000,TXN4017854,Mombasa CBD,NO
2026-01-25 14:39:35,Kamau Wekesa,0741476907,Mwangi Gitau,0721476473,500,TXN8202681,Nyeri Town,NO
2026-03-27 16:29:18,Ochieng Gitau,0797388684,Gitau Gitau,0796179300,100000,TXN3851652,Kakamega,NO
2026-03-27 14:00:12,Gitau Rotich,0723304502,Ochieng Maina,0741484111,5000,TXN3180745,Kakamega,NO
2026-02-19 08:23:31,Akinyi Kamau,0720955431,Njeri Onyango,0728142559,1000,TXN3145753,Meru Town,NO
2026-03-13 10:52:27,Wairimu Onyango,0796185851,Moraa Macharia,0790404835,5000,TXN8953663,Meru Town,NO
2026-01-15 10:50:29,Chebet Kamau,0726586382,Kariuki Kipchoge,0790209751,75000,TXN1783120,Nyeri Town,NO
2026-02-08 13:18:37,Chebet Otieno,0757605118,Omondi Waweru,0728149191,30000,TXN3776294,Kasarani Nairobi,NO
2026-03-01 13:17:03,Kariuki Wekesa,0723277646,Kariuki Wekesa,0796553354,15000,TXN6983271,Eldoret Town,NO
2026-03-27 16:29:48,Ochieng Maina,0768915630,Wambui Waweru,0793943919,7500,TXN9757489,Eldoret Town,NO
2026-01-06 18:50:47,Kipchoge Kamau,0793919310,Omondi Ochieng,0793538733,75000,TXN7366118,Nyeri Town,NO
2026-02-19 18:18:02,Chebet Onyango,0700663531,Mwangi Rotich,0793760665,25000,TXN3405112,Mombasa CBD,NO
2026-01-24 16:18:28,Kariuki Maina,0720878964,Wambui Macharia,0711989954,20000,TXN5830076,Kitale,NO
2026-03-11 11:25:39,Kariuki Wekesa,0726346286,Akinyi Mutua,0727698160,5000,TXN2607672,Kibera Nairobi,NO
2026-01-24 14:40:20,Nyambura Juma,0741981120,Chebet Gitau,0740340706,100000,TXN2926123,Kisumu CBD,NO
2026-01-11 10:10:25,Wairimu Kiprotich,0799104638,Wambui Kariuki,0712399692,500,TXN6619136,Kitale,NO
2026-01-01 15:43:46,Gitau Kariuki,0794250213,Otieno Juma,0740527952,75000,TXN2939225,Westlands Nairobi,NO
2026-03-04 18:39:06,Omondi Mwangi,0795473898,Adhiambo Waweru,0722124741,25000,TXN2950475,Kayole Nairobi,NO
2026-02-15 15:07:23,Mutua Njoroge,0794949818,Mwangi Maina,0795497905,1000,TXN3572018,Meru Town,NO
2026-02-14 10:21:49,Mwangi Gitau,0728688653,Nafula Kariuki,0741158317,50000,TXN5577234,Thika Town,NO
2026-01-05 12:10:05,Nafula Otieno,0790557426,Wanjiku Ochieng,0724425312,30000,TXN7686268,Westlands Nairobi,NO
2026-01-20 09:05:26,Nafula Mwangi,0799253848,Kimani Mutua,0741200863,20000,TXN9934801,Meru Town,NO
2026-03-20 15:20:34,Gitau Kipchoge,0792118186,Moraa Macharia,0799969878,2000,TXN4754059,Machakos,NO
2026-02-17 09:32:49,Otieno Kariuki,0725134104,Kariuki Kipchoge,0794575011,10000,TXN9852312,Eldoret Town,NO
2026-03-24 09:40:32,Kamau Kamau,0720146867,Omondi Gathoni,0742305634,3000,TXN1822992,Kayole Nairobi,NO
2026-02-21 09:21:10,Mwangi Mwangi,0720546251,Mutua Rotich,0793703614,3000,TXN1207605,Machakos,NO
2026-01-12 10:21:31,Moraa Maina,0742318620,Wambui Rotich,0722519055,20000,TXN2430273,Kitale,NO
2026-02-06 08:30:07,Mwangi Kamau,0724100046,Otieno Waweru,0727301806,1000,TXN3879643,Kitale,NO
2026-02-15 14:39:03,Chebet Kiprotich,0799626885,Njeri Onyango,0721793305,2000,TXN6586867,Kayole Nairobi,NO
2026-01-07 18:35:18,Omondi Onyango,0799914943,Gitau Wekesa,0722488198,25000,TXN9348234,Mombasa CBD,NO
2026-01-03 15:42:03,Mutua Juma,0791313193,Njeri Otieno,0724146078,30000,TXN2032416,Thika Town,NO
2026-02-22 09:54:45,Kariuki Maina,0797200455,Kariuki Juma,0712771338,100000,TXN3802384,Kayole Nairobi,NO
2026-02-10 11:18:09,Nyambura Njoroge,0724406856,Gitau Kamau,0790354974,25000,TXN9376651,Nakuru Town,NO
2026-01-14 15:26:54,Akinyi Rotich,0740400101,Omondi Kamau,0790232456,1000,TXN2047832,Kayole Nairobi,NO
2026-03-11 16:26:43,Kimani Kipchoge,0741335380,Ochieng Mwangi,0791212185,2500,TXN9460989,Kakamega,NO
2026-01-20 09:34:11,Omondi Wekesa,0725927564,Kamau Mugo,0742936382,20000,TXN5101905,Kakamega,NO
2026-03-09 16:14:31,Adhiambo Wekesa,0722433149,Wambui Juma,0741788957,30000,TXN1306686,Kakamega,NO
2026-02-23 15:13:24,Kipchoge Gathoni,0791747901,Kipchoge Mwangi,0757444622,500,TXN6275919,Kisumu CBD,NO
2026-03-22 13:12:27,Omondi Wekesa,0725969641,Wambui Maina,0700124181,500,TXN3060217,Kasarani Nairobi,NO
2026-02-09 15:50:42,Kariuki Mugo,0796806588,Wairimu Kamau,0729179012,3000,TXN4303609,Meru Town,NO
2026-02-19 18:25:44,Wambui Kipchoge,0729945707,Kariuki Njoroge,0726733176,10000,TXN8424590,Thika Town,NO
2026-03-21 18:59:32,Wanjiku Waweru,0797507623,Wairimu Rotich,0799477305,100000,TXN9160506,Kayole Nairobi,NO
2026-03-19 14:51:00,Gitau Kamau,0797779792,Kariuki Mutua,0712518845,10000,TXN5794741,Nyeri Town,NO
2026-02-24 18:59:38,Nafula Wekesa,0797539905,Kipchoge Mutua,0795467287,15000,TXN9644637,Kakamega,NO
2026-01-07 11:49:31,Akinyi Mwangi,0792588490,Ochieng Macharia,0799943941,5000,TXN8152221,Kisumu CBD,NO
2026-03-02 13:34:38,Kamau Kimani,0727418876,Mwangi Kipchoge,0721223012,10000,TXN8395390,Meru Town,NO
2026-02-28 13:18:26,Njeri Onyango,0728401032,Kipchoge Waweru,0720125966,50000,TXN3137329,Kibera Nairobi,NO
2026-03-23 09:11:22,Njeri Kamau,0711109006,Kamau Rotich,0768701136,2500,TXN7378503,Machakos,NO
2026-01-09 18:01:08,Kamau Maina,0793241557,Nafula Kariuki,0711351547,20000,TXN2251656,Kitale,NO
2026-02-02 18:34:54,Nyambura Rotich,0725843584,Kimani Ochieng,0700288346,100000,TXN1891646,Nyeri Town,NO
2026-01-24 10:34:51,Nyambura Mwangi,0742441581,Moraa Ochieng,0798589256,7500,TXN9987160,Eldoret Town,NO
2026-03-20 14:52:50,Otieno Gathoni,0740844888,Mwangi Maina,0700895836,100000,TXN4054977,Kitale,NO
2026-01-26 18:13:34,Wambui Otieno,0794774397,Otieno Kariuki,0790814506,75000,TXN3814168,Nyeri Town,NO
2026-03-11 15:42:48,Adhiambo Kiprotich,0794831757,Kariuki Njoroge,0727539368,10000,TXN7463784,Kibera Nairobi,NO
2026-01-09 10:24:37,Adhiambo Macharia,0725809630,Gitau Mugo,0796630031,50000,TXN3667186,Meru Town,NO
2026-01-10 15:39:48,Kipchoge Kimani,0794443967,Mwangi Gathoni,0728480865,500,TXN7098426,Kisumu CBD,NO
2026-03-25 18:41:29,Mutua Waweru,0727843754,Kipchoge Kiprotich,0729820689,7500,TXN9409174,Kibera Nairobi,NO
2026-03-22 14:25:53,Njeri Kariuki,0757350292,Nyambura Otieno,0757493995,500,TXN5157000,Meru Town,NO
2026-01-11 12:40:23,Chebet Kiprotich,0794648265,Chebet Waweru,0742884789,2500,TXN3327475,Thika Town,NO
2026-01-25 18:49:59,Moraa Gitau,0728372727,Wairimu Onyango,0720133515,500,TXN6702715,Kisumu CBD,NO
2026-02-07 12:00:53,Kipchoge Maina,0741798501,Chebet Kimani,0794186402,15000,TXN4419767,Kisumu CBD,NO
2026-01-06 16:11:20,Kariuki Kiprotich,0726670572,Mwangi Gathoni,0724977367,500,TXN2027077,Malindi,NO
2026-01-21 11:42:57,Nafula Kariuki,0720649945,Kariuki Rotich,0721497230,7500,TXN1361734,Malindi,NO
2026-03-24 13:55:23,Adhiambo Onyango,0727999827,Wanjiku Juma,0741759404,5000,TXN6681624,Kayole Nairobi,NO
2026-02-19 08:52:10,Wambui Mwangi,0729754614,Ochieng Njoroge,0795304426,2000,TXN5094651,Kitale,NO
2026-03-13 10:49:45,Kimani Kamau,0724476174,Njeri Macharia,0728105081,500,TXN7679386,Kisumu CBD,NO
2026-03-07 11:50:03,Chebet Ochieng,0742141792,Mutua Maina,0768792732,3000,TXN3242712,Meru Town,NO
2026-03-23 17:45:58,Nyambura Ochieng,0723562199,Kariuki Kiprotich,0790652111,3000,TXN8961693,Kisumu CBD,NO
2026-02-01 16:32:25,Omondi Waweru,0742266255,Kimani Kariuki,0799646019,100000,TXN6882334,Malindi,NO
2026-01-02 15:29:27,Kimani Onyango,0757474282,Kariuki Mwangi,0790427447,30000,TXN5083861,Malindi,NO
2026-02-21 17:36:16,Otieno Juma,0742504960,Wambui Maina,0724410602,75000,TXN2498738,Kayole Nairobi,NO
2026-02-04 18:57:14,Omondi Gathoni,0796175286,Mutua Ochieng,0725578518,30000,TXN4872674,Mombasa CBD,NO
2026-03-27 12:22:55,Akinyi Kiprotich,0768802505,Nyambura Waweru,0757284491,5000,TXN6457057,Malindi,NO
2026-01-26 15:47:15,Kamau Juma,0794791635,Otieno Kariuki,0721644691,1000,TXN2462610,Kakamega,NO
2026-02-15 10:41:45,Nyambura Gathoni,0791569484,Wairimu Waweru,0792930656,2500,TXN2011019,Thika Town,NO
2026-03-10 12:08:00,Moraa Gathoni,0790902722,Wairimu Mwangi,0741688254,10000,TXN5066457,Machakos,NO
2026-03-08 14:55:32,Nyambura Njoroge,0790715367,Kipchoge Kipchoge,0798845718,1000,TXN6877653,Kayole Nairobi,NO
2026-03-22 11:22:56,Ochieng Waweru,0792860274,Kipchoge Kariuki,0727748687,10000,TXN3832011,Nakuru Town,NO
2026-01-04 14:23:23,Nyambura Macharia,0791124592,Omondi Mwangi,0742508820,15000,TXN5757755,Westlands Nairobi,NO
2026-01-03 08:58:15,Nyambura Otieno,0768976033,Kamau Njoroge,0795299913,10000,TXN4337382,Westlands Nairobi,NO
2026-03-05 08:29:09,Wairimu Maina,0726298300,Kamau Gitau,0720960471,500,TXN2845805,Kitale,NO
2026-02-09 12:04:30,Kipchoge Otieno,0710593255,Moraa Ochieng,0700544765,2500,TXN6235309,Eldoret Town,NO
2026-01-04 15:51:40,Chebet Kariuki,0726483030,Kariuki Mutua,0740620850,500,TXN6733430,Kisumu CBD,NO
2026-01-21 18:40:27,Ochieng Njoroge,0741899745,Kamau Gathoni,0724817054,10000,TXN1913740,Westlands Nairobi,NO
2026-03-10 18:11:26,Wairimu Wekesa,0724997717,Chebet Rotich,0790379275,20000,TXN3929632,Westlands Nairobi,NO
2026-02-06 14:19:16,Moraa Mugo,0793546836,Omondi Macharia,0793817627,100000,TXN1938321,Kibera Nairobi,NO
2026-01-15 17:58:35,Nyambura Waweru,0726376729,Gitau Kimani,0712672792,5000,TXN8305170,Kisumu CBD,NO
2026-02-07 10:00:26,Kamau Maina,0721209394,Adhiambo Kipchoge,0795378974,1000,TXN6809636,Kibera Nairobi,NO
2026-01-06 13:24:07,Wairimu Gathoni,0712726158,Kimani Kiprotich,0793860540,5000,TXN6016755,Thika Town,NO
2026-03-13 11:27:02,Gitau Kipchoge,0795600702,Omondi Onyango,0757850438,500,TXN9912236,Westlands Nairobi,NO
2026-01-03 12:57:30,Nafula Mugo,0742615507,Akinyi Rotich,0721737522,15000,TXN9531199,Malindi,NO
2026-03-05 11:18:23,Nyambura Macharia,0790109773,Omondi Onyango,0768623904,100000,TXN3375016,Westlands Nairobi,NO
2026-03-10 17:14:23,Wairimu Gathoni,0727568761,Kipchoge Kipchoge,0710248782,30000,TXN6919067,Eldoret Town,NO
2026-02-04 11:30:31,Mutua Kamau,0740582206,Omondi Njoroge,0791824775,10000,TXN4346133,Kayole Nairobi,NO
2026-02-05 10:01:00,Kimani Mugo,0728647829,Nafula Juma,0795402498,2500,TXN2800688,Thika Town,NO
2026-02-14 16:05:58,Gitau Maina,0795853028,Wambui Kimani,0720839646,15000,TXN6061929,Kayole Nairobi,NO
2026-01-16 15:36:48,Mutua Onyango,0724387204,Wairimu Macharia,0728663386,7500,TXN4725077,Kasarani Nairobi,NO
2026-02-02 11:17:42,Mutua Kariuki,0727378745,Akinyi Mutua,0727279647,1000,TXN1905314,Kibera Nairobi,NO
